Age,Income,LoanAmount,CreditScore,InterestRate,LoanTerm,Education_High School,Education_Master's,Education_PhD,EmploymentType_Part-time,EmploymentType_Self-employed,EmploymentType_Unemployed,MaritalStatus_Married,MaritalStatus_Single,LoanPurpose_Business,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other,Default
64.0,89267.0,219920.0,670.0,8.69,48.0,0,0,0,0,0,1,0,1,0,0,0,0,0
62.0,82384.0,16921.0,350.0,11.83,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
32.0,84987.0,26009.0,710.0,20.41,48.0,0,0,0,0,0,1,0,1,0,0,0,0,1
30.0,99326.0,202023.0,398.0,4.42,48.0,0,0,0,0,0,1,0,0,0,0,0,0,0
30.0,103165.0,12005.0,786.0,15.82,60.0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.0,24474.0,71094.0,657.0,14.44,60.0,0,0,0,0,0,0,0,1,0,0,0,0,1
62.0,144168.0,199662.0,773.0,17.19,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
20.0,15575.0,124594.0,318.0,23.63,48.0,0,0,0,1,0,0,1,0,0,0,0,0,1
33.0,112189.0,176332.0,424.0,21.4,12.0,1,0,0,0,0,0,0,1,0,0,0,0,1
26.0,25345.0,240226.0,752.0,21.68,12.0,0,0,0,0,0,1,0,1,0,0,0,0,1
30.0,41601.0,61050.0,595.0,3.25,48.0,1,0,0,0,0,1,1,0,0,0,0,0,0
43.0,123648.0,245764.0,341.0,24.8,36.0,0,0,0,1,0,0,0,1,0,0,0,0,0
63.0,63878.0,245464.0,361.0,22.64,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0
34.0,149825.0,54304.0,669.0,22.87,60.0,0,0,0,0,0,1,0,0,0,0,0,0,0
20.0,74811.0,158150.0,344.0,22.58,48.0,0,0,0,0,0,0,0,1,0,0,0,0,1
21.0,41540.0,243397.0,777.0,10.86,60.0,1,0,0,0,0,0,0,0,0,0,0,0,1
18.0,147871.0,129951.0,757.0,24.58,36.0,0,0,0,0,0,0,0,1,0,0,0,0,1
66.0,124315.0,78181.0,472.0,22.84,12.0,0,0,0,0,0,1,1,0,0,0,0,0,0
31.0,46906.0,159082.0,396.0,16.44,48.0,0,0,0,0,0,0,0,0,0,0,0,0,1
37.0,119217.0,110045.0,453.0,3.2,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0
46.0,71073.0,239973.0,384.0,6.99,48.0,0,0,0,0,0,0,0,1,0,0,0,0,1
42.0,39231.0,87839.0,460.0,14.82,48.0,0,0,0,1,0,0,0,1,0,0,0,0,0
25.0,32487.0,129571.0,847.0,8.32,24.0,0,0,0,1,0,0,0,1,0,0,0,0,0
43.0,67570.0,40807.0,301.0,5.92,24.0,1,0,0,0,0,0,1,0,0,0,0,0,0
40.0,93351.0,80346.0,829.0,11.1,24.0,0,0,0,0,0,1,1,0,0,0,0,0,0
53.0,58238.0,185166.0,463.0,20.67,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0
24.0,38731.0,12831.0,586.0,18.03,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.0,47008.0,18545.0,362.0,17.09,24.0,0,0,0,1,0,0,1,0,0,0,0,0,0
49.0,27692.0,112197.0,331.0,22.96,12.0,0,0,0,0,0,0,1,0,0,0,0,0,1
50.0,24410.0,30957.0,423.0,2.64,24.0,0,0,0,0,0,0,0,1,0,0,0,0,1
33.0,111911.0,83616.0,516.0,7.46,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1
20.0,25560.0,93588.0,722.0,6.32,48.0,0,0,0,0,0,0,1,0,0,0,0,0,1
19.0,147161.0,177163.0,320.0,19.46,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0
31.0,43053.0,164150.0,599.0,21.94,36.0,1,0,0,0,0,1,1,0,0,0,0,0,1
30.0,141706.0,209418.0,782.0,6.11,48.0,1,0,0,0,0,0,0,0,0,0,0,0,1
25.0,68858.0,13327.0,395.0,21.38,12.0,0,0,0,1,0,0,0,0,0,0,0,0,0
22.0,123243.0,56638.0,825.0,9.03,36.0,1,0,0,0,0,1,1,0,0,0,0,0,0
35.0,146054.0,81578.0,638.0,11.29,48.0,0,0,0,0,0,0,0,1,0,0,0,0,0
25.0,123860.0,166048.0,535.0,23.14,60.0,1,0,0,0,0,0,0,0,0,0,0,0,1
23.0,80272.0,45155.0,386.0,18.73,12.0,0,0,0,1,0,0,1,0,0,0,0,0,1
24.0,31336.0,160173.0,435.0,13.63,48.0,0,0,0,1,0,0,1,0,0,0,0,0,1
53.0,93697.0,207719.0,498.0,4.18,60.0,1,0,0,0,0,1,0,0,0,0,0,0,0
30.0,40091.0,84083.0,393.0,3.8,48.0,0,0,0,0,0,0,0,1,0,0,0,0,1
28.0,95071.0,186666.0,770.0,24.44,12.0,0,0,0,0,0,1,0,1,0,0,0,0,1
38.0,41123.0,113690.0,380.0,13.29,48.0,1,0,0,0,0,0,1,0,0,0,0,0,1
50.0,109091.0,209662.0,746.0,8.79,48.0,0,0,0,1,0,0,0,1,0,0,0,0,0
36.0,24631.0,40166.0,679.0,7.42,12.0,1,0,0,0,0,0,0,1,0,0,0,0,1
35.0,90696.0,202849.0,461.0,19.83,36.0,0,0,0,0,0,1,1,0,0,0,0,0,1
45.0,51658.0,226020.0,799.0,21.22,12.0,0,0,0,0,0,1,1,0,0,0,0,0,1
33.0,15037.0,14304.0,774.0,5.81,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
20.0,49389.0,85237.0,677.0,15.73,48.0,0,0,0,0,0,0,0,0,0,0,0,0,1
27.0,126125.0,241319.0,468.0,9.29,12.0,1,0,0,1,0,0,1,0,0,0,0,0,1
44.0,26073.0,148858.0,416.0,19.02,12.0,1,0,0,0,0,0,1,0,0,0,0,0,0
33.0,51846.0,22459.0,831.0,18.73,48.0,0,0,0,0,0,1,0,1,0,0,0,0,1
53.0,60337.0,46043.0,450.0,16.9,60.0,0,0,0,0,0,0,0,1,0,0,0,0,0
43.0,60098.0,180942.0,593.0,7.7,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0
61.0,109418.0,12796.0,522.0,11.65,24.0,0,0,0,1,0,0,1,0,0,0,0,0,1
65.0,27065.0,101888.0,377.0,11.0,36.0,1,0,0,0,0,1,0,1,0,0,0,0,1
45.0,103893.0,150320.0,352.0,22.49,36.0,0,0,0,0,0,1,1,0,0,0,0,0,1
37.0,100804.0,138131.0,486.0,23.87,36.0,0,0,0,0,0,1,0,1,0,0,0,0,1
34.0,16027.0,213376.0,511.0,14.74,36.0,0,0,0,1,0,0,0,0,0,0,0,0,1
39.0,41836.0,149003.0,659.0,18.6,12.0,0,0,0,0,0,1,0,1,0,0,0,0,0
22.0,16574.0,154369.0,544.0,6.42,36.0,0,0,0,1,0,0,1,0,0,0,0,0,1
22.0,142116.0,80910.0,678.0,15.72,48.0,0,0,0,0,0,0,1,0,0,0,0,0,0
23.0,17289.0,106134.0,448.0,23.72,60.0,0,0,0,0,0,1,0,1,0,0,0,0,1
52.0,147580.0,93808.0,392.0,21.68,24.0,1,0,0,0,0,0,0,0,0,0,0,0,1
47.0,73002.0,29363.0,752.0,23.71,12.0,0,0,0,0,0,1,1,0,0,0,0,0,1
30.0,86959.0,75309.0,410.0,6.46,48.0,1,0,0,0,0,1,0,0,0,0,0,0,0
37.0,68348.0,207443.0,307.0,2.32,48.0,0,0,0,1,0,0,0,0,0,0,0,0,0
32.0,71511.0,156949.0,741.0,4.1,48.0,0,0,0,0,0,1,0,1,0,0,0,0,0
31.0,58286.0,126077.0,611.0,24.69,48.0,1,0,0,0,0,0,0,0,0,0,0,0,1
21.0,127300.0,161356.0,711.0,21.61,36.0,0,0,0,0,0,1,0,1,0,0,0,0,0
36.0,64618.0,244460.0,690.0,17.84,24.0,1,0,0,0,0,0,1,0,0,0,0,0,1
45.0,17427.0,203125.0,472.0,3.8,12.0,0,0,0,0,0,1,0,0,0,0,0,0,0
19.0,49457.0,221695.0,352.0,12.05,12.0,0,0,0,0,0,0,1,0,0,0,0,0,1
27.0,116612.0,203877.0,429.0,8.38,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.0,106592.0,196546.0,549.0,13.6,60.0,1,0,0,0,0,1,1,0,0,0,0,0,1
22.0,17793.0,191795.0,321.0,19.78,24.0,1,0,0,0,0,0,0,0,0,0,0,0,1
52.0,32877.0,235407.0,822.0,5.49,60.0,0,0,0,1,0,0,0,1,0,0,0,0,0
26.0,96595.0,167695.0,703.0,19.0,48.0,0,0,0,0,0,0,1,0,0,0,0,0,1
40.0,147014.0,5579.0,405.0,22.11,24.0,0,0,0,0,0,0,1,0,0,0,0,0,1
51.0,52758.0,130524.0,820.0,4.98,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.0,109351.0,211137.0,774.0,18.81,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
30.0,82031.0,55642.0,560.0,19.68,36.0,1,0,0,1,0,0,0,1,0,0,0,0,1
40.0,17909.0,229907.0,432.0,21.59,48.0,1,0,0,0,0,1,0,0,0,0,0,0,1
34.0,61440.0,75831.0,717.0,17.62,24.0,1,0,0,1,0,0,1,0,0,0,0,0,0
25.0,68827.0,75684.0,711.0,20.76,60.0,0,0,0,0,0,1,0,1,0,0,0,0,1
42.0,61100.0,204748.0,688.0,20.19,36.0,0,0,0,0,0,1,1,0,0,0,0,0,0
34.0,115187.0,27977.0,518.0,17.79,48.0,0,0,0,0,0,1,0,1,0,0,0,0,1
35.0,71934.0,145135.0,680.0,10.36,24.0,0,0,0,0,0,0,1,0,0,0,0,0,1
55.0,40115.0,242214.0,339.0,11.95,12.0,0,0,0,0,0,0,0,1,0,0,0,0,0
22.0,136654.0,74170.0,646.0,23.23,24.0,1,0,0,0,0,1,1,0,0,0,0,0,0
31.0,120446.0,233632.0,733.0,17.95,60.0,0,0,0,0,0,0,0,0,0,0,0,0,1
33.0,56795.0,219132.0,585.0,4.13,24.0,0,0,0,0,0,1,1,0,0,0,0,0,0
54.0,26236.0,107945.0,777.0,12.8,36.0,0,0,0,1,0,0,1,0,0,0,0,0,1
51.0,98382.0,163028.0,403.0,19.23,24.0,1,0,0,1,0,0,0,1,0,0,0,0,1
63.0,52592.0,5430.0,415.0,22.08,24.0,0,0,0,0,0,1,0,1,0,0,0,0,1
22.0,130086.0,112514.0,343.0,23.48,60.0,1,0,0,0,0,0,0,1,0,0,0,0,1
49.0,92456.0,209543.0,570.0,3.29,60.0,0,0,0,0,0,1,0,0,0,0,0,0,1
69.0,53309.0,206860.0,699.0,7.03,60.0,0,0,0,0,0,1,0,1,0,0,0,0,0
31.0,27031.0,93806.0,421.0,16.31,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1
24.0,120796.0,86831.0,758.0,11.87,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.0,31978.0,234874.0,843.0,2.88,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0
25.0,94036.0,172933.0,447.0,16.21,48.0,0,0,0,0,0,0,1,0,0,0,0,0,1
46.0,124653.0,111961.0,577.0,19.23,60.0,0,0,0,0,0,0,0,1,0,0,0,0,0
35.0,61039.0,235369.0,356.0,21.02,12.0,1,0,0,0,0,1,1,0,0,0,0,0,1
44.0,131286.0,195241.0,428.0,2.69,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0
69.0,91398.0,180332.0,419.0,22.38,60.0,1,0,0,0,0,1,0,0,0,0,0,0,1
22.0,127469.0,15874.0,847.0,23.43,24.0,0,0,0,0,0,1,0,1,0,0,0,0,1
59.0,47429.0,14702.0,304.0,23.1,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.0,144935.0,191454.0,452.0,18.3,36.0,0,0,0,1,0,0,1,0,0,0,0,0,0
29.0,15510.0,175823.0,611.0,23.5,24.0,0,0,0,0,0,0,1,0,0,0,0,0,1
23.0,43389.0,138180.0,464.0,4.8,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.0,149624.0,99079.0,842.0,8.44,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0
69.0,58188.0,213728.0,374.0,22.05,36.0,0,0,0,1,0,0,0,1,0,0,0,0,0
63.0,117632.0,23777.0,540.0,4.18,48.0,0,0,0,0,0,1,0,0,0,0,0,0,0
33.0,22123.0,211254.0,351.0,24.41,12.0,1,0,0,0,0,0,1,0,0,0,0,0,1
24.0,34172.0,76643.0,791.0,24.25,48.0,0,0,0,0,0,1,0,1,0,0,0,0,1
45.0,134708.0,236971.0,799.0,8.67,48.0,1,0,0,0,0,1,0,1,0,0,0,0,0
28.0,67019.0,147106.0,540.0,6.63,12.0,0,0,0,1,0,0,0,0,0,0,0,0,1
34.0,138215.0,10893.0,354.0,17.78,24.0,0,0,0,0,0,1,0,1,0,0,0,0,1
24.0,38895.0,161307.0,371.0,20.54,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0
39.0,107736.0,163147.0,483.0,10.9,60.0,0,0,0,0,0,0,0,1,0,0,0,0,1
66.0,64330.0,235683.0,569.0,3.22,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.0,29163.0,111586.0,820.0,18.45,24.0,0,0,0,0,0,0,1,0,0,0,0,0,1
19.0,23820.0,143947.0,621.0,3.27,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0
25.0,124368.0,86784.0,679.0,13.66,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0
18.0,54904.0,21303.0,615.0,14.77,36.0,0,0,0,1,0,0,1,0,0,0,0,0,0
59.0,76361.0,75986.0,555.0,13.27,60.0,0,0,0,0,0,0,0,0,0,0,0,0,1
48.0,18673.0,103830.0,523.0,14.71,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0
46.0,74303.0,46968.0,670.0,6.1,36.0,1,0,0,0,0,0,1,0,0,0,0,0,0
65.0,143653.0,218405.0,633.0,7.64,48.0,1,0,0,1,0,0,0,0,0,0,0,0,0
67.0,56261.0,206300.0,305.0,17.59,24.0,1,0,0,0,0,0,0,1,0,0,0,0,1
54.0,101899.0,182375.0,480.0,15.68,60.0,0,0,0,1,0,0,0,1,0,0,0,0,0
29.0,43466.0,158045.0,309.0,16.07,36.0,0,0,0,0,0,0,0,1,0,0,0,0,1
54.0,94232.0,45619.0,712.0,19.4,12.0,1,0,0,0,0,1,1,0,0,0,0,0,0
67.0,15513.0,45166.0,588.0,24.56,36.0,0,0,0,1,0,0,1,0,0,0,0,0,1
68.0,61521.0,115684.0,636.0,8.23,12.0,0,0,0,0,0,0,0,1,0,0,0,0,0
48.0,17422.0,224708.0,586.0,6.53,12.0,0,0,0,0,0,1,0,0,0,0,0,0,0
24.0,51746.0,49458.0,305.0,13.43,36.0,0,0,0,0,0,0,0,1,0,0,0,0,1
59.0,25094.0,202121.0,775.0,22.27,60.0,1,0,0,0,0,1,0,0,0,0,0,0,0
51.0,27595.0,25499.0,470.0,10.91,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0
22.0,72539.0,198808.0,622.0,14.68,48.0,0,0,0,0,0,0,0,1,0,0,0,0,1
28.0,15112.0,192277.0,362.0,19.46,48.0,0,0,0,0,0,0,0,1,0,0,0,0,1
30.0,36674.0,52956.0,545.0,11.76,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0
27.0,86554.0,234410.0,300.0,24.56,12.0,1,0,0,0,0,1,0,0,0,0,0,0,1
36.0,16542.0,192283.0,792.0,18.05,24.0,0,0,0,1,0,0,0,1,0,0,0,0,1
63.0,106418.0,85994.0,781.0,11.52,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0
25.0,24807.0,236279.0,353.0,2.66,24.0,1,0,0,0,0,1,0,1,0,0,0,0,1
19.0,29810.0,153286.0,824.0,20.07,12.0,0,0,0,1,0,0,1,0,0,0,0,0,1
55.0,18036.0,239277.0,551.0,22.89,48.0,0,0,0,1,0,0,0,0,0,0,0,0,1
21.0,35330.0,34060.0,407.0,3.73,60.0,0,0,0,0,0,0,0,1,0,0,0,0,1
50.0,59276.0,65513.0,321.0,22.94,48.0,0,0,0,1,0,0,1,0,0,0,0,0,0
68.0,111703.0,38537.0,552.0,9.68,48.0,0,0,0,0,0,0,1,0,0,0,0,0,0
62.0,63852.0,117060.0,600.0,2.15,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0
52.0,30727.0,10461.0,660.0,16.7,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
30.0,64128.0,245159.0,538.0,18.36,12.0,1,0,0,0,0,1,0,0,0,0,0,0,1
37.0,79891.0,38698.0,427.0,20.63,60.0,0,0,0,0,0,0,1,0,0,0,0,0,1
53.0,110045.0,174765.0,687.0,19.07,48.0,1,0,0,0,0,1,1,0,0,0,0,0,0
30.0,56055.0,86993.0,473.0,22.92,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1
55.0,21004.0,147022.0,457.0,5.96,36.0,0,0,0,1,0,0,0,0,0,0,0,0,1
30.0,137811.0,23265.0,765.0,15.36,12.0,0,0,0,0,0,0,0,1,0,0,0,0,1
38.0,43658.0,50939.0,454.0,6.27,48.0,0,0,0,1,0,0,0,1,0,0,0,0,0
35.0,99675.0,106570.0,740.0,4.36,48.0,0,0,0,0,0,0,0,0,0,0,0,0,1
64.0,76959.0,240991.0,565.0,17.11,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0
43.0,116219.0,73715.0,337.0,20.99,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0
48.0,115242.0,57372.0,653.0,19.52,48.0,0,0,0,0,0,0,0,0,0,0,0,0,1
31.0,18384.0,228870.0,489.0,4.48,12.0,0,0,0,0,0,1,0,0,0,0,0,0,1
26.0,116786.0,12091.0,425.0,6.2,24.0,0,0,0,0,0,1,1,0,0,0,0,0,0
36.0,127707.0,217268.0,490.0,5.06,24.0,1,0,0,1,0,0,0,0,0,0,0,0,0
24.0,22549.0,165715.0,618.0,13.94,12.0,0,0,0,1,0,0,0,1,0,0,0,0,1
59.0,20196.0,233760.0,794.0,15.47,12.0,1,0,0,0,0,0,1,0,0,0,0,0,1
50.0,37716.0,115126.0,429.0,4.32,12.0,0,0,0,0,0,0,0,1,0,0,0,0,0
66.0,80357.0,37789.0,822.0,12.5,12.0,0,0,0,1,0,0,0,1,0,0,0,0,0
37.0,23525.0,86513.0,643.0,15.52,12.0,0,0,0,1,0,0,0,1,0,0,0,0,1
18.0,21472.0,227904.0,680.0,13.94,24.0,0,0,0,1,0,0,1,0,0,0,0,0,1
35.0,16683.0,157375.0,635.0,3.91,60.0,0,0,0,1,0,0,0,1,0,0,0,0,1
43.0,69658.0,145538.0,504.0,10.08,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.0,22838.0,235028.0,346.0,24.17,24.0,0,0,0,0,0,0,0,1,0,0,0,0,1
45.0,55573.0,129138.0,772.0,5.04,60.0,0,0,0,1,0,0,1,0,0,0,0,0,0
21.0,38166.0,23889.0,435.0,19.69,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.0,130855.0,176678.0,398.0,2.79,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0
24.0,119543.0,109255.0,434.0,7.24,48.0,0,0,0,0,0,0,0,0,0,0,0,0,1
51.0,59348.0,174648.0,357.0,9.27,60.0,0,0,0,0,0,1,1,0,0,0,0,0,0
57.0,99490.0,220629.0,447.0,3.99,48.0,0,0,0,0,0,1,0,0,0,0,0,0,1
24.0,122800.0,191793.0,581.0,20.09,36.0,1,0,0,0,0,1,0,1,0,0,0,0,1
61.0,15346.0,214721.0,472.0,14.29,60.0,0,0,0,0,0,0,0,0,0,0,0,0,1
28.0,115197.0,186518.0,363.0,18.21,60.0,0,0,0,0,0,1,0,0,0,0,0,0,0
25.0,142965.0,136548.0,533.0,13.86,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1
32.0,144822.0,197574.0,623.0,9.83,60.0,1,0,0,0,0,0,0,0,0,0,0,0,0
19.0,104884.0,64363.0,326.0,15.74,24.0,1,0,0,1,0,0,0,0,0,0,0,0,1
20.0,32931.0,189383.0,508.0,4.26,24.0,1,0,0,0,0,1,1,0,0,0,0,0,1
21.0,21742.0,30451.0,455.0,14.79,60.0,1,0,0,0,0,0,0,1,0,0,0,0,1
28.0,89377.0,10956.0,708.0,18.77,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.0,69263.0,110812.0,306.0,16.05,60.0,0,0,0,1,0,0,1,0,0,0,0,0,1
23.0,105550.0,134427.0,627.0,19.79,48.0,0,0,0,0,0,1,1,0,0,0,0,0,0
30.0,20193.0,159429.0,529.0,10.49,48.0,0,0,0,0,0,1,0,1,0,0,0,0,0
23.0,22006.0,227961.0,313.0,21.83,12.0,1,0,0,0,0,1,0,0,0,0,0,0,1
47.0,68815.0,82287.0,559.0,11.39,60.0,1,0,0,1,0,0,0,1,0,0,0,0,1
50.0,84780.0,199579.0,462.0,7.92,60.0,0,0,0,0,0,0,0,1,0,0,0,0,1
24.0,36159.0,24392.0,680.0,16.46,60.0,0,0,0,0,0,1,0,1,0,0,0,0,1
20.0,70636.0,232542.0,819.0,20.71,24.0,0,0,0,0,0,1,0,1,0,0,0,0,1
42.0,129937.0,107664.0,848.0,22.78,24.0,1,0,0,1,0,0,1,0,0,0,0,0,1
24.0,111166.0,218459.0,475.0,15.98,48.0,0,0,0,0,0,1,0,1,0,0,0,0,1
41.0,24666.0,83929.0,507.0,9.14,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.0,98253.0,151161.0,405.0,12.43,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1
52.0,67715.0,206840.0,812.0,15.73,48.0,0,0,0,0,0,0,1,0,0,0,0,0,0
52.0,107592.0,31472.0,412.0,21.17,36.0,1,0,0,1,0,0,0,0,0,0,0,0,1
68.0,73641.0,205722.0,785.0,19.06,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0
22.0,32454.0,223883.0,629.0,20.27,24.0,0,0,0,1,0,0,0,1,0,0,0,0,1
18.0,142388.0,127043.0,827.0,15.34,12.0,1,0,0,0,0,0,1,0,0,0,0,0,0
59.0,32836.0,152385.0,683.0,18.07,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0
63.0,111917.0,33265.0,336.0,9.4,48.0,0,0,0,0,0,0,1,0,0,0,0,0,0
54.0,68807.0,117633.0,547.0,22.49,36.0,1,0,0,0,0,1,0,1,0,0,0,0,1
31.0,25729.0,203157.0,357.0,5.33,60.0,0,0,0,1,0,0,0,0,0,0,0,0,1
36.0,92493.0,169194.0,609.0,16.86,60.0,0,0,0,1,0,0,0,1,0,0,0,0,1
38.0,37205.0,37200.0,494.0,2.82,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.0,70069.0,196725.0,317.0,2.6,36.0,0,0,0,0,0,1,0,0,0,0,0,0,1
20.0,17265.0,41128.0,430.0,23.23,24.0,1,0,0,0,0,0,1,0,0,0,0,0,1
31.0,79203.0,198044.0,766.0,18.06,12.0,0,0,0,0,0,1,1,0,0,0,0,0,0
50.0,95183.0,25963.0,602.0,17.31,60.0,1,0,0,0,0,0,0,1,0,0,0,0,0
25.0,73301.0,45777.0,716.0,23.98,48.0,0,0,0,1,0,0,1,0,0,0,0,0,1
54.0,54505.0,90223.0,798.0,5.98,24.0,1,0,0,0,0,1,0,1,0,0,0,0,0
22.0,33859.0,41961.0,354.0,4.88,12.0,1,0,0,0,0,0,0,1,0,0,0,0,1
32.0,124685.0,203290.0,820.0,24.54,12.0,1,0,0,0,0,0,0,0,0,0,0,0,1
56.0,58427.0,190653.0,405.0,11.18,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.0,15658.0,215913.0,397.0,13.6,36.0,0,0,0,0,0,1,1,0,0,0,0,0,1
58.0,30659.0,123163.0,476.0,15.36,24.0,0,0,0,1,0,0,0,1,0,0,0,0,0
34.0,47507.0,247996.0,341.0,5.92,36.0,1,0,0,1,0,0,1,0,0,0,0,0,1
62.0,142982.0,56848.0,302.0,22.98,60.0,0,0,0,0,0,1,0,0,0,0,0,0,0
58.0,139757.0,71671.0,483.0,24.17,24.0,1,0,0,0,0,0,0,1,0,0,0,0,0
38.0,16026.0,227306.0,340.0,23.2,24.0,0,0,0,1,0,0,0,0,0,0,0,0,1
31.0,145236.0,8785.0,567.0,7.62,24.0,0,0,0,0,0,0,1,0,0,0,0,0,1
21.0,104070.0,123967.0,601.0,12.75,12.0,0,0,0,0,0,0,1,0,0,0,0,0,1
46.0,59195.0,47259.0,575.0,19.06,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0
58.0,138632.0,131149.0,824.0,24.9,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,20945.0,198177.0,788.0,10.53,48.0,0,0,0,0,0,0,0,1,0,0,0,0,0
33.0,104324.0,238553.0,300.0,8.57,48.0,0,0,0,1,0,0,1,0,0,0,0,0,1
36.0,82821.0,148343.0,443.0,17.76,36.0,0,0,0,1,0,0,0,1,0,0,0,0,0
28.0,25110.0,192363.0,708.0,19.82,48.0,0,0,0,0,0,1,0,1,0,0,0,0,1
28.0,56239.0,45516.0,443.0,2.9,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0
25.0,108559.0,197205.0,829.0,20.6,60.0,1,0,0,0,0,0,0,1,0,0,0,0,1
28.0,88328.0,7407.0,380.0,24.38,12.0,0,0,0,0,0,0,0,1,0,0,0,0,1
68.0,139581.0,117473.0,471.0,12.11,24.0,1,0,0,0,0,1,0,0,0,0,0,0,0
33.0,75356.0,187932.0,455.0,13.7,36.0,1,0,0,0,0,1,0,0,0,0,0,0,0
19.0,77870.0,78514.0,574.0,22.65,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1
32.0,38975.0,31874.0,798.0,21.68,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0
49.0,20873.0,244674.0,637.0,10.22,60.0,0,0,0,0,0,1,0,1,0,0,0,0,1
18.0,124937.0,230914.0,828.0,17.14,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0
49.0,115545.0,234730.0,552.0,23.69,24.0,0,0,0,0,0,1,1,0,0,0,0,0,1
20.0,139796.0,202883.0,623.0,16.14,36.0,1,0,0,0,0,1,0,0,0,0,0,0,0
28.0,112731.0,189168.0,799.0,12.0,48.0,1,0,0,1,0,0,0,1,0,0,0,0,0
38.0,40846.0,17535.0,363.0,8.82,60.0,0,0,0,0,0,1,0,0,0,0,0,0,0
26.0,23315.0,195631.0,346.0,23.71,24.0,1,0,0,0,0,1,0,0,0,0,0,0,1
57.0,81517.0,232290.0,482.0,2.01,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0
33.0,59695.0,173141.0,542.0,11.8,48.0,0,0,0,0,0,1,0,0,0,0,0,0,1
45.0,112829.0,248659.0,522.0,17.47,24.0,1,0,0,1,0,0,0,0,0,0,0,0,0
52.0,54453.0,155512.0,668.0,22.24,36.0,0,0,0,0,0,1,0,0,0,0,0,0,1
67.0,72904.0,165419.0,434.0,5.42,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
48.0,88858.0,70900.0,461.0,20.77,36.0,1,0,0,1,0,0,0,0,0,0,0,0,0
33.0,92666.0,171191.0,758.0,12.92,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0
66.0,148730.0,130501.0,665.0,14.78,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.0,50332.0,246131.0,674.0,16.4,36.0,1,0,0,1,0,0,0,0,0,0,0,0,1
29.0,121713.0,115093.0,523.0,7.93,60.0,0,0,0,0,0,0,1,0,0,0,0,0,1
53.0,60954.0,177007.0,717.0,21.82,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1
56.0,110688.0,206773.0,552.0,9.58,60.0,0,0,0,1,0,0,0,1,0,0,0,0,1
