Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
24.0,34451,225995,581,9,2,24.07,48,0.69,PhD,Unemployed,Single,Yes,No,Education,No,1
46.0,141095,121355,393,46,1,13.22,60,0.47,Bachelor's,Full-time,Single,No,No,Auto,Yes,0
52.0,148396,38258,680,41,2,11.03,24,0.37,Master's,Part-time,Divorced,No,Yes,Other,Yes,0
23.0,23281,191292,674,78,4,16.18,36,0.73,Master's,Unemployed,Single,No,Yes,Auto,Yes,1
31.0,66685,213168,528,6,3,13.14,60,0.17,Bachelor's,Full-time,Single,Yes,Yes,Auto,Yes,1
23.0,116878,154673,394,62,4,13.29,36,0.89,Master's,Full-time,Single,Yes,No,Other,No,0
42.0,102214,181205,439,100,2,11.56,24,0.69,Bachelor's,Self-employed,Divorced,No,Yes,Other,No,0
64.0,89267,219920,670,44,1,8.69,48,0.76,Master's,Unemployed,Single,No,Yes,Education,No,0
62.0,82384,16921,350,18,2,11.83,60,0.63,Master's,Full-time,Married,Yes,No,Auto,Yes,0
32.0,84987,26009,710,15,3,20.41,48,0.41,Bachelor's,Unemployed,Single,No,No,Other,No,1
30.0,99326,202023,398,12,2,4.42,48,0.63,Bachelor's,Unemployed,Divorced,Yes,Yes,Other,Yes,0
30.0,103165,12005,786,25,4,15.82,60,0.43,Bachelor's,Self-employed,Divorced,Yes,Yes,Business,No,1
30.0,24474,71094,657,10,4,14.44,60,0.9,PhD,Full-time,Single,Yes,No,Home,No,1
62.0,144168,199662,773,10,2,17.19,60,0.71,Bachelor's,Full-time,Married,Yes,Yes,Home,No,0
20.0,15575,124594,318,1,2,23.63,48,0.68,PhD,Part-time,Married,No,Yes,Other,No,1
33.0,112189,176332,424,115,1,21.4,12,0.7,High School,Self-employed,Single,No,No,Home,Yes,1
26.0,25345,240226,752,24,3,21.68,12,0.3,Bachelor's,Unemployed,Single,Yes,No,Other,No,1
30.0,41601,61050,595,49,2,3.25,48,0.53,High School,Unemployed,Married,Yes,No,Home,Yes,0
43.0,123648,245764,341,109,4,24.8,36,0.13,Master's,Part-time,Single,No,No,Business,No,0
63.0,63878,245464,361,74,2,22.64,36,0.78,PhD,Full-time,Single,Yes,Yes,Auto,Yes,0
34.0,149825,54304,669,95,4,22.87,60,0.52,PhD,Unemployed,Divorced,Yes,Yes,Other,Yes,0
20.0,74811,158150,344,41,3,22.58,48,0.64,Bachelor's,Self-employed,Single,Yes,No,Auto,Yes,1
21.0,41540,243397,777,29,2,10.86,60,0.49,High School,Self-employed,Divorced,Yes,No,Business,Yes,1
18.0,147871,129951,757,61,1,24.58,36,0.81,Bachelor's,Full-time,Single,No,No,Other,No,1
66.0,124315,78181,472,73,4,22.84,12,0.46,Master's,Unemployed,Married,No,No,Other,Yes,0
31.0,46906,159082,396,97,3,16.44,48,0.18,PhD,Self-employed,Divorced,No,Yes,Auto,Yes,1
37.0,119217,110045,453,101,1,3.2,36,0.88,PhD,Self-employed,Single,Yes,No,Auto,No,0
46.0,71073,239973,384,54,2,6.99,48,0.3,Bachelor's,Self-employed,Single,Yes,No,Business,No,1
42.0,39231,87839,460,65,3,14.82,48,0.83,PhD,Part-time,Single,No,Yes,Business,No,0
25.0,32487,129571,847,54,2,8.32,24,0.73,Master's,Part-time,Single,No,Yes,Other,Yes,0
43.0,67570,40807,301,65,3,5.92,24,0.12,High School,Full-time,Married,Yes,No,Auto,Yes,0
40.0,93351,80346,829,96,4,11.1,24,0.6,Master's,Unemployed,Married,Yes,No,Auto,No,0
53.0,58238,185166,463,59,2,20.67,36,0.47,PhD,Full-time,Married,No,Yes,Business,Yes,0
24.0,38731,12831,586,74,1,18.03,36,0.28,PhD,Full-time,Divorced,No,Yes,Auto,No,0
52.0,47008,18545,362,81,3,17.09,24,0.29,Bachelor's,Part-time,Married,No,No,Education,Yes,0
49.0,27692,112197,331,78,3,22.96,12,0.8,PhD,Full-time,Married,Yes,Yes,Education,Yes,1
50.0,24410,30957,423,68,3,2.64,24,0.68,Bachelor's,Full-time,Single,No,No,Education,Yes,1
33.0,111911,83616,516,82,1,7.46,12,0.65,Bachelor's,Full-time,Divorced,Yes,Yes,Business,Yes,1
20.0,25560,93588,722,51,1,6.32,48,0.28,Master's,Self-employed,Married,No,No,Education,No,1
19.0,147161,177163,320,96,4,19.46,36,0.19,High School,Self-employed,Divorced,No,No,Auto,Yes,0
31.0,43053,164150,599,39,2,21.94,36,0.67,High School,Unemployed,Married,No,No,Home,Yes,1
30.0,141706,209418,782,114,3,6.11,48,0.3,High School,Full-time,Divorced,Yes,Yes,Business,No,1
25.0,68858,13327,395,108,3,21.38,12,0.11,Bachelor's,Part-time,Divorced,No,No,Business,No,0
22.0,123243,56638,825,55,4,9.03,36,0.62,High School,Unemployed,Married,No,Yes,Business,Yes,0
35.0,146054,81578,638,70,2,11.29,48,0.67,Master's,Full-time,Single,Yes,No,Business,No,0
25.0,123860,166048,535,5,2,23.14,60,0.65,High School,Self-employed,Divorced,No,Yes,Home,No,1
23.0,80272,45155,386,69,2,18.73,12,0.62,PhD,Part-time,Married,No,Yes,Auto,No,1
24.0,31336,160173,435,0,1,13.63,48,0.89,PhD,Part-time,Married,Yes,Yes,Auto,No,1
53.0,93697,207719,498,113,1,4.18,60,0.78,High School,Unemployed,Divorced,No,No,Education,Yes,0
30.0,40091,84083,393,4,3,3.8,48,0.39,PhD,Self-employed,Single,Yes,Yes,Education,No,1
28.0,95071,186666,770,47,4,24.44,12,0.78,PhD,Unemployed,Single,No,No,Business,No,1
38.0,41123,113690,380,66,4,13.29,48,0.66,High School,Self-employed,Married,Yes,Yes,Business,Yes,1
50.0,109091,209662,746,31,1,8.79,48,0.13,Bachelor's,Part-time,Single,Yes,Yes,Education,Yes,0
36.0,24631,40166,679,106,3,7.42,12,0.24,High School,Full-time,Single,No,No,Auto,No,1
35.0,90696,202849,461,44,3,19.83,36,0.15,PhD,Unemployed,Married,No,No,Education,No,1
45.0,51658,226020,799,45,4,21.22,12,0.82,Bachelor's,Unemployed,Married,Yes,Yes,Business,No,1
33.0,15037,14304,774,87,4,5.81,60,0.83,Bachelor's,Full-time,Married,Yes,Yes,Business,No,0
20.0,49389,85237,677,47,3,15.73,48,0.1,Bachelor's,Full-time,Divorced,Yes,No,Other,No,1
27.0,126125,241319,468,108,3,9.29,12,0.41,High School,Part-time,Married,Yes,No,Education,No,1
44.0,26073,148858,416,118,2,19.02,12,0.73,High School,Self-employed,Married,Yes,No,Education,Yes,0
33.0,51846,22459,831,14,4,18.73,48,0.75,Master's,Unemployed,Single,Yes,Yes,Other,No,1
53.0,60337,46043,450,27,2,16.9,60,0.81,Master's,Self-employed,Single,Yes,No,Other,No,0
43.0,60098,180942,593,117,2,7.7,24,0.61,Master's,Self-employed,Single,Yes,No,Other,Yes,0
61.0,109418,12796,522,15,4,11.65,24,0.13,Bachelor's,Part-time,Married,Yes,No,Auto,Yes,1
65.0,27065,101888,377,104,3,11.0,36,0.11,High School,Unemployed,Single,No,No,Auto,No,1
45.0,103893,150320,352,27,2,22.49,36,0.12,PhD,Unemployed,Married,Yes,Yes,Other,Yes,1
37.0,100804,138131,486,86,4,23.87,36,0.42,Master's,Unemployed,Single,No,No,Home,Yes,1
34.0,16027,213376,511,62,4,14.74,36,0.18,PhD,Part-time,Divorced,No,No,Education,No,1
39.0,41836,149003,659,98,3,18.6,12,0.73,Master's,Unemployed,Single,Yes,No,Home,Yes,0
22.0,16574,154369,544,61,2,6.42,36,0.55,Bachelor's,Part-time,Married,No,No,Other,No,1
22.0,142116,80910,678,67,2,15.72,48,0.21,PhD,Full-time,Married,Yes,Yes,Auto,No,0
23.0,17289,106134,448,40,1,23.72,60,0.25,PhD,Unemployed,Single,No,No,Home,No,1
52.0,147580,93808,392,8,4,21.68,24,0.9,High School,Full-time,Divorced,No,No,Education,No,1
47.0,73002,29363,752,18,4,23.71,12,0.86,Master's,Unemployed,Married,No,Yes,Education,Yes,1
30.0,86959,75309,410,35,2,6.46,48,0.27,High School,Unemployed,Divorced,No,Yes,Home,Yes,0
37.0,68348,207443,307,85,2,2.32,48,0.74,PhD,Part-time,Divorced,Yes,No,Business,No,0
32.0,71511,156949,741,17,1,4.1,48,0.14,Bachelor's,Unemployed,Single,No,No,Home,Yes,0
31.0,58286,126077,611,53,4,24.69,48,0.62,High School,Full-time,Divorced,Yes,Yes,Home,Yes,1
21.0,127300,161356,711,95,2,21.61,36,0.76,PhD,Unemployed,Single,No,No,Business,Yes,0
36.0,64618,244460,690,31,1,17.84,24,0.79,High School,Full-time,Married,No,No,Home,No,1
45.0,17427,203125,472,114,2,3.8,12,0.84,PhD,Unemployed,Divorced,No,Yes,Other,No,0
19.0,49457,221695,352,98,4,12.05,12,0.67,PhD,Self-employed,Married,No,No,Business,Yes,1
27.0,116612,203877,429,102,2,8.38,48,0.64,Master's,Full-time,Divorced,Yes,Yes,Auto,Yes,0
42.0,106592,196546,549,28,4,13.6,60,0.85,High School,Unemployed,Married,No,Yes,Home,No,1
22.0,17793,191795,321,67,1,19.78,24,0.14,High School,Self-employed,Divorced,No,Yes,Business,Yes,1
52.0,32877,235407,822,114,4,5.49,60,0.72,Master's,Part-time,Single,Yes,No,Other,No,0
26.0,96595,167695,703,16,2,19.0,48,0.46,Bachelor's,Full-time,Married,No,No,Education,Yes,1
40.0,147014,5579,405,5,3,22.11,24,0.59,Bachelor's,Self-employed,Married,No,No,Other,No,1
51.0,52758,130524,820,71,3,4.98,36,0.74,Bachelor's,Full-time,Divorced,Yes,No,Other,No,0
36.0,109351,211137,774,85,2,18.81,60,0.47,PhD,Self-employed,Married,No,No,Business,No,0
30.0,82031,55642,560,22,2,19.68,36,0.52,High School,Part-time,Single,No,No,Education,No,1
40.0,17909,229907,432,105,1,21.59,48,0.84,High School,Unemployed,Divorced,No,No,Auto,Yes,1
34.0,61440,75831,717,55,2,17.62,24,0.51,High School,Part-time,Married,Yes,No,Home,No,0
25.0,68827,75684,711,99,2,20.76,60,0.7,Master's,Unemployed,Single,Yes,No,Other,No,1
42.0,61100,204748,688,15,4,20.19,36,0.68,PhD,Unemployed,Married,Yes,Yes,Home,Yes,0
34.0,115187,27977,518,39,2,17.79,48,0.24,Bachelor's,Unemployed,Single,Yes,Yes,Education,Yes,1
35.0,71934,145135,680,39,4,10.36,24,0.55,Master's,Self-employed,Married,No,Yes,Business,No,1
55.0,40115,242214,339,11,4,11.95,12,0.86,Master's,Self-employed,Single,No,Yes,Home,Yes,0
22.0,136654,74170,646,96,2,23.23,24,0.12,High School,Unemployed,Married,No,No,Home,No,0
31.0,120446,233632,733,92,4,17.95,60,0.18,Bachelor's,Self-employed,Divorced,No,Yes,Business,No,1
33.0,56795,219132,585,22,4,4.13,24,0.23,Bachelor's,Unemployed,Married,No,No,Home,No,0
54.0,26236,107945,777,91,4,12.8,36,0.52,PhD,Part-time,Married,Yes,Yes,Education,No,1
51.0,98382,163028,403,24,2,19.23,24,0.52,High School,Part-time,Single,No,No,Education,Yes,1
63.0,52592,5430,415,31,3,22.08,24,0.83,Master's,Unemployed,Single,Yes,Yes,Other,Yes,1
22.0,130086,112514,343,52,2,23.48,60,0.74,High School,Full-time,Single,Yes,Yes,Auto,No,1
49.0,92456,209543,570,2,3,3.29,60,0.14,Bachelor's,Unemployed,Divorced,Yes,No,Business,No,1
69.0,53309,206860,699,47,1,7.03,60,0.23,PhD,Unemployed,Single,No,No,Auto,No,0
31.0,27031,93806,421,12,1,16.31,12,0.78,Master's,Full-time,Divorced,No,No,Business,No,1
24.0,120796,86831,758,99,2,11.87,24,0.55,Bachelor's,Self-employed,Divorced,Yes,Yes,Education,No,0
25.0,31978,234874,843,59,3,2.88,24,0.85,Master's,Self-employed,Single,No,Yes,Business,Yes,0
25.0,94036,172933,447,27,2,16.21,48,0.23,Bachelor's,Self-employed,Married,No,Yes,Education,Yes,1
46.0,124653,111961,577,22,3,19.23,60,0.27,Bachelor's,Full-time,Single,Yes,No,Other,No,0
35.0,61039,235369,356,50,4,21.02,12,0.43,High School,Unemployed,Married,No,No,Education,No,1
44.0,131286,195241,428,101,2,2.69,36,0.55,PhD,Self-employed,Married,Yes,No,Other,Yes,0
69.0,91398,180332,419,42,1,22.38,60,0.76,High School,Unemployed,Divorced,Yes,No,Home,Yes,1
22.0,127469,15874,847,60,4,23.43,24,0.56,Master's,Unemployed,Single,No,Yes,Business,Yes,1
59.0,47429,14702,304,59,3,23.1,24,0.81,Bachelor's,Full-time,Divorced,Yes,Yes,Other,No,0
20.0,144935,191454,452,69,4,18.3,36,0.76,PhD,Part-time,Married,Yes,No,Business,No,0
29.0,15510,175823,611,67,4,23.5,24,0.39,PhD,Self-employed,Married,No,Yes,Education,No,1
23.0,43389,138180,464,102,3,4.8,48,0.66,Bachelor's,Full-time,Divorced,No,Yes,Education,No,0
49.0,149624,99079,842,72,1,8.44,36,0.41,PhD,Full-time,Single,No,Yes,Other,Yes,0
69.0,58188,213728,374,94,4,22.05,36,0.15,Master's,Part-time,Single,No,No,Auto,No,0
63.0,117632,23777,540,42,2,4.18,48,0.67,Master's,Unemployed,Divorced,No,No,Auto,Yes,0
33.0,22123,211254,351,47,1,24.41,12,0.16,High School,Full-time,Married,No,No,Home,No,1
24.0,34172,76643,791,16,2,24.25,48,0.84,PhD,Unemployed,Single,Yes,Yes,Education,No,1
45.0,134708,236971,799,96,1,8.67,48,0.37,High School,Unemployed,Single,No,No,Other,Yes,0
28.0,67019,147106,540,13,3,6.63,12,0.39,Bachelor's,Part-time,Divorced,No,Yes,Other,Yes,1
34.0,138215,10893,354,27,3,17.78,24,0.2,Bachelor's,Unemployed,Single,Yes,No,Home,Yes,1
24.0,38895,161307,371,11,4,20.54,24,0.72,Master's,Self-employed,Married,Yes,Yes,Business,No,0
39.0,107736,163147,483,77,1,10.9,60,0.3,Master's,Full-time,Single,Yes,Yes,Business,No,1
66.0,64330,235683,569,25,2,3.22,24,0.31,PhD,Full-time,Divorced,No,No,Home,No,0
57.0,29163,111586,820,91,1,18.45,24,0.77,Bachelor's,Full-time,Married,No,Yes,Business,Yes,1
19.0,23820,143947,621,78,1,3.27,36,0.72,PhD,Full-time,Married,Yes,Yes,Business,No,0
25.0,124368,86784,679,86,2,13.66,24,0.64,Bachelor's,Full-time,Married,No,Yes,Auto,No,0
18.0,54904,21303,615,90,1,14.77,36,0.38,PhD,Part-time,Married,Yes,Yes,Education,No,0
59.0,76361,75986,555,54,4,13.27,60,0.49,Bachelor's,Self-employed,Divorced,No,No,Home,Yes,1
48.0,18673,103830,523,1,1,14.71,24,0.13,Master's,Self-employed,Married,Yes,Yes,Other,Yes,0
46.0,74303,46968,670,71,2,6.1,36,0.6,High School,Full-time,Married,No,Yes,Education,Yes,0
65.0,143653,218405,633,116,3,7.64,48,0.4,High School,Part-time,Divorced,Yes,Yes,Home,Yes,0
67.0,56261,206300,305,43,1,17.59,24,0.85,High School,Full-time,Single,Yes,No,Business,No,1
54.0,101899,182375,480,30,1,15.68,60,0.34,PhD,Part-time,Single,No,Yes,Education,Yes,0
29.0,43466,158045,309,5,1,16.07,36,0.34,PhD,Self-employed,Single,Yes,No,Auto,No,1
54.0,94232,45619,712,92,3,19.4,12,0.61,High School,Unemployed,Married,Yes,No,Auto,Yes,0
67.0,15513,45166,588,25,1,24.56,36,0.3,Master's,Part-time,Married,No,No,Home,No,1
68.0,61521,115684,636,95,3,8.23,12,0.67,PhD,Self-employed,Single,No,Yes,Home,No,0
48.0,17422,224708,586,68,1,6.53,12,0.85,PhD,Unemployed,Divorced,Yes,No,Education,No,0
24.0,51746,49458,305,72,2,13.43,36,0.17,Master's,Self-employed,Single,No,Yes,Education,No,1
59.0,25094,202121,775,49,4,22.27,60,0.86,High School,Unemployed,Divorced,No,No,Home,No,0
51.0,27595,25499,470,107,2,10.91,24,0.71,PhD,Self-employed,Single,No,No,Home,No,0
22.0,72539,198808,622,62,4,14.68,48,0.83,PhD,Full-time,Single,No,Yes,Auto,No,1
28.0,15112,192277,362,63,4,19.46,48,0.45,Master's,Full-time,Single,No,Yes,Education,No,1
30.0,36674,52956,545,22,4,11.76,36,0.58,PhD,Full-time,Married,Yes,Yes,Auto,Yes,0
27.0,86554,234410,300,1,4,24.56,12,0.5,High School,Unemployed,Divorced,Yes,No,Home,No,1
36.0,16542,192283,792,40,3,18.05,24,0.29,Master's,Part-time,Single,No,Yes,Business,Yes,1
63.0,106418,85994,781,22,2,11.52,36,0.15,Bachelor's,Unemployed,Divorced,No,Yes,Business,Yes,0
25.0,24807,236279,353,82,4,2.66,24,0.86,High School,Unemployed,Single,Yes,Yes,Business,No,1
19.0,29810,153286,824,115,4,20.07,12,0.79,PhD,Part-time,Married,Yes,Yes,Auto,No,1
55.0,18036,239277,551,61,2,22.89,48,0.34,Master's,Part-time,Divorced,No,No,Other,Yes,1
21.0,35330,34060,407,31,3,3.73,60,0.44,Bachelor's,Self-employed,Single,Yes,No,Home,No,1
50.0,59276,65513,321,21,3,22.94,48,0.59,PhD,Part-time,Married,Yes,No,Education,Yes,0
68.0,111703,38537,552,4,2,9.68,48,0.32,Bachelor's,Self-employed,Married,No,No,Education,Yes,0
62.0,63852,117060,600,24,1,2.15,24,0.2,Bachelor's,Self-employed,Single,No,No,Home,Yes,0
52.0,30727,10461,660,19,3,16.7,60,0.84,Master's,Self-employed,Married,Yes,No,Other,Yes,0
30.0,64128,245159,538,47,4,18.36,12,0.18,High School,Unemployed,Divorced,Yes,Yes,Education,No,1
37.0,79891,38698,427,6,1,20.63,60,0.5,Bachelor's,Self-employed,Married,Yes,Yes,Home,No,1
53.0,110045,174765,687,98,4,19.07,48,0.21,High School,Unemployed,Married,Yes,No,Home,No,0
30.0,56055,86993,473,99,1,22.92,12,0.52,Bachelor's,Self-employed,Divorced,No,No,Business,No,1
55.0,21004,147022,457,40,4,5.96,36,0.42,PhD,Part-time,Divorced,No,Yes,Business,No,1
30.0,137811,23265,765,62,3,15.36,12,0.65,PhD,Self-employed,Single,Yes,No,Home,Yes,1
38.0,43658,50939,454,58,1,6.27,48,0.64,Master's,Part-time,Single,Yes,Yes,Education,No,0
35.0,99675,106570,740,30,3,4.36,48,0.88,Bachelor's,Self-employed,Divorced,No,Yes,Other,No,1
64.0,76959,240991,565,13,4,17.11,36,0.61,PhD,Self-employed,Single,No,No,Other,No,0
43.0,116219,73715,337,87,3,20.99,24,0.89,PhD,Unemployed,Divorced,Yes,No,Auto,Yes,0
48.0,115242,57372,653,18,3,19.52,48,0.42,Bachelor's,Full-time,Divorced,Yes,Yes,Education,Yes,1
31.0,18384,228870,489,48,2,4.48,12,0.69,PhD,Unemployed,Divorced,Yes,No,Business,No,1
26.0,116786,12091,425,11,4,6.2,24,0.39,PhD,Unemployed,Married,Yes,No,Auto,No,0
36.0,127707,217268,490,72,2,5.06,24,0.21,High School,Part-time,Divorced,Yes,No,Education,Yes,0
24.0,22549,165715,618,21,3,13.94,12,0.8,PhD,Part-time,Single,Yes,No,Education,Yes,1
59.0,20196,233760,794,43,1,15.47,12,0.52,High School,Self-employed,Married,No,No,Business,Yes,1
50.0,37716,115126,429,92,2,4.32,12,0.82,Bachelor's,Full-time,Single,No,Yes,Other,No,0
66.0,80357,37789,822,31,4,12.5,12,0.23,PhD,Part-time,Single,Yes,Yes,Home,Yes,0
37.0,23525,86513,643,14,1,15.52,12,0.59,Master's,Part-time,Single,Yes,Yes,Auto,Yes,1
18.0,21472,227904,680,41,1,13.94,24,0.16,PhD,Part-time,Married,No,Yes,Auto,Yes,1
35.0,16683,157375,635,62,2,3.91,60,0.27,Master's,Part-time,Single,No,Yes,Business,Yes,1
43.0,69658,145538,504,69,3,10.08,36,0.2,Master's,Self-employed,Divorced,Yes,No,Education,No,1
21.0,22838,235028,346,82,1,24.17,24,0.71,Bachelor's,Full-time,Single,No,No,Other,No,1
45.0,55573,129138,772,62,1,5.04,60,0.58,Bachelor's,Part-time,Married,Yes,Yes,Other,Yes,0
21.0,38166,23889,435,104,1,19.69,60,0.78,Master's,Self-employed,Divorced,Yes,Yes,Home,Yes,0
32.0,130855,176678,398,61,4,2.79,36,0.42,PhD,Self-employed,Married,Yes,Yes,Home,Yes,0
24.0,119543,109255,434,82,1,7.24,48,0.81,PhD,Self-employed,Divorced,Yes,No,Business,No,1
51.0,59348,174648,357,85,3,9.27,60,0.23,Bachelor's,Unemployed,Married,No,No,Other,Yes,0
57.0,99490,220629,447,68,4,3.99,48,0.69,PhD,Unemployed,Divorced,No,Yes,Auto,Yes,1
24.0,122800,191793,581,78,3,20.09,36,0.72,High School,Unemployed,Single,No,Yes,Auto,Yes,1
61.0,15346,214721,472,42,4,14.29,60,0.58,PhD,Self-employed,Divorced,No,Yes,Home,Yes,1
28.0,115197,186518,363,93,1,18.21,60,0.13,PhD,Unemployed,Divorced,No,Yes,Home,No,0
25.0,142965,136548,533,1,4,13.86,36,0.66,Bachelor's,Self-employed,Divorced,Yes,Yes,Other,No,1
32.0,144822,197574,623,30,3,9.83,60,0.36,High School,Self-employed,Divorced,Yes,Yes,Education,No,0
19.0,104884,64363,326,96,3,15.74,24,0.2,High School,Part-time,Divorced,Yes,Yes,Auto,Yes,1
20.0,32931,189383,508,1,2,4.26,24,0.69,High School,Unemployed,Married,Yes,Yes,Business,Yes,1
21.0,21742,30451,455,82,2,14.79,60,0.13,High School,Full-time,Single,No,Yes,Home,Yes,1
28.0,89377,10956,708,68,4,18.77,48,0.83,Master's,Self-employed,Divorced,Yes,No,Home,No,0
31.0,69263,110812,306,110,2,16.05,60,0.7,PhD,Part-time,Married,No,No,Other,Yes,1
23.0,105550,134427,627,82,3,19.79,48,0.81,Master's,Unemployed,Married,No,Yes,Business,No,0
30.0,20193,159429,529,75,2,10.49,48,0.48,Bachelor's,Unemployed,Single,No,No,Other,No,0
23.0,22006,227961,313,113,4,21.83,12,0.8,High School,Unemployed,Divorced,No,Yes,Other,Yes,1
47.0,68815,82287,559,49,2,11.39,60,0.35,High School,Part-time,Single,No,No,Home,No,1
50.0,84780,199579,462,34,2,7.92,60,0.73,Master's,Full-time,Single,No,No,Business,No,1
24.0,36159,24392,680,14,4,16.46,60,0.69,Bachelor's,Unemployed,Single,No,Yes,Business,Yes,1
20.0,70636,232542,819,38,3,20.71,24,0.82,PhD,Unemployed,Single,Yes,Yes,Education,Yes,1
42.0,129937,107664,848,55,4,22.78,24,0.22,High School,Part-time,Married,Yes,Yes,Home,No,1
24.0,111166,218459,475,99,1,15.98,48,0.24,Master's,Unemployed,Single,No,Yes,Auto,Yes,1
41.0,24666,83929,507,49,1,9.14,48,0.58,PhD,Full-time,Divorced,Yes,No,Home,Yes,0
56.0,98253,151161,405,112,2,12.43,36,0.86,Bachelor's,Full-time,Divorced,No,Yes,Home,No,1
52.0,67715,206840,812,8,4,15.73,48,0.73,Master's,Full-time,Married,No,Yes,Education,No,0
52.0,107592,31472,412,6,2,21.17,36,0.71,High School,Part-time,Divorced,Yes,Yes,Education,Yes,1
68.0,73641,205722,785,76,2,19.06,24,0.21,Master's,Full-time,Married,No,No,Auto,No,0
22.0,32454,223883,629,32,1,20.27,24,0.72,Bachelor's,Part-time,Single,No,Yes,Auto,No,1
18.0,142388,127043,827,39,1,15.34,12,0.78,High School,Full-time,Married,Yes,No,Auto,Yes,0
59.0,32836,152385,683,30,1,18.07,12,0.51,PhD,Full-time,Married,No,No,Business,Yes,0
63.0,111917,33265,336,44,1,9.4,48,0.45,Bachelor's,Self-employed,Married,Yes,Yes,Education,Yes,0
54.0,68807,117633,547,52,4,22.49,36,0.17,High School,Unemployed,Single,No,Yes,Business,No,1
31.0,25729,203157,357,11,2,5.33,60,0.43,Bachelor's,Part-time,Divorced,Yes,Yes,Education,Yes,1
36.0,92493,169194,609,44,2,16.86,60,0.86,Bachelor's,Part-time,Single,Yes,Yes,Business,No,1
38.0,37205,37200,494,81,2,2.82,36,0.11,Bachelor's,Self-employed,Divorced,Yes,No,Other,No,0
38.0,70069,196725,317,24,1,2.6,36,0.14,PhD,Unemployed,Divorced,Yes,Yes,Education,Yes,1
20.0,17265,41128,430,15,3,23.23,24,0.66,High School,Self-employed,Married,Yes,No,Other,No,1
31.0,79203,198044,766,18,4,18.06,12,0.39,PhD,Unemployed,Married,No,Yes,Home,No,0
50.0,95183,25963,602,26,4,17.31,60,0.23,High School,Full-time,Single,No,No,Business,No,0
25.0,73301,45777,716,98,2,23.98,48,0.74,Master's,Part-time,Married,No,Yes,Business,Yes,1
54.0,54505,90223,798,36,3,5.98,24,0.85,High School,Unemployed,Single,Yes,No,Business,No,0
22.0,33859,41961,354,118,1,4.88,12,0.6,High School,Full-time,Single,Yes,Yes,Business,Yes,1
32.0,124685,203290,820,5,4,24.54,12,0.37,High School,Full-time,Divorced,Yes,No,Auto,No,1
56.0,58427,190653,405,6,2,11.18,48,0.27,Master's,Self-employed,Divorced,No,Yes,Auto,No,0
31.0,15658,215913,397,76,4,13.6,36,0.64,PhD,Unemployed,Married,No,Yes,Business,Yes,1
58.0,30659,123163,476,14,2,15.36,24,0.8,Bachelor's,Part-time,Single,No,No,Education,Yes,0
34.0,47507,247996,341,68,2,5.92,36,0.56,High School,Part-time,Married,No,Yes,Other,No,1
62.0,142982,56848,302,28,1,22.98,60,0.89,Master's,Unemployed,Divorced,No,Yes,Business,No,0
58.0,139757,71671,483,10,2,24.17,24,0.23,High School,Full-time,Single,No,Yes,Business,Yes,0
38.0,16026,227306,340,15,1,23.2,24,0.56,Bachelor's,Part-time,Divorced,No,Yes,Education,No,1
31.0,145236,8785,567,71,3,7.62,24,0.72,PhD,Self-employed,Married,No,No,Education,No,1
21.0,104070,123967,601,5,3,12.75,12,0.3,PhD,Full-time,Married,No,Yes,Auto,Yes,1
46.0,59195,47259,575,1,4,19.06,24,0.83,Master's,Part-time,Divorced,Yes,No,Other,Yes,0
58.0,138632,131149,824,6,3,24.9,36,0.78,Master's,Full-time,Divorced,No,No,Other,Yes,0
50.0,20945,198177,788,42,4,10.53,48,0.81,Bachelor's,Full-time,Single,No,Yes,Education,No,0
33.0,104324,238553,300,72,2,8.57,48,0.13,Master's,Part-time,Married,Yes,Yes,Home,No,1
36.0,82821,148343,443,111,3,17.76,36,0.38,Bachelor's,Part-time,Single,No,Yes,Auto,Yes,0
28.0,25110,192363,708,104,2,19.82,48,0.57,Master's,Unemployed,Single,Yes,No,Auto,No,1
28.0,56239,45516,443,63,2,2.9,24,0.45,PhD,Self-employed,Married,No,No,Business,No,0
